address,amount
0x26b7959708098b0d5d39497c8b5cc3853d14bfc7,60
0xe39687ed7d3bea7e5ace354211b95fc59ad2b444,30
0x02a298c6b33b6505e15faacf4f52ffcf1c43d4b7,30
0x8a2f5d6d822611bdab08d306aa8f3e3942177417,30
0x297289405faf325d416658e93d93d0ade229528c,30
0x64440444a1fd95d271438b7b0199ea5f1844661b,30
0xdc8d7d0f8e7e70f57e1d80c171b2012252c1dc7b,30
0x821de7d05e7d4343b9d67abbd7f1673add081151,30
0x6e26d91c264ab73a0062ccb5fb00becfab3acc6b,30
0x540c44ff7b71f2487cd11aaf53aec1a85bfe8f7a,30
0xb8c3cc00fdd5c24dfeb9c5609203a0d434283c9c,30
0x3c7d43de93eb6598172f20feb8ecfe8dec70fe41,30
0x061b68c3944de2b686068cad4394ee3642f9c682,30
0xbbaaf7095e5f4e74b11534532c5d43a3c364bad4,30
0xa1d43f0c047c195adc960883f98e17757a36a25d,30
0x9f02cd48b13e68ba2a1b7a020fb72b0ff83e451b,30
0x0998160bdf3ff6d86a4e9d5c31e0efc3ca7e7d01,30
0xc344ed0081ef485bb9d403c93c6251f36a87f3d3,30
0xdf24b20bf86abd426ec33a913da6f65429d80389,30
0x29b316d3065df5d581322eeab99f246ab588f7f7,30
0x30d1b089a594aedd553e0961d2e5ddf29f69dcc1,30
0x7974c95bac28290219d01cf3fa612b1424cf86ca,30
0x572a75a82c7ebad2c92dd7617740dfdaf420e518,30
0x17469e2bcff193eb2a26720eaa1c5689ab592184,30
0x7d0d8bf8e14a6b3237195b8d28a19a07252c6885,30
0x906078bd50e21012c015464996af39d076eb7cd5,30
0xb0419bf8143605191763f61f574e1e793793c053,30
0x3b4da3835073eebee1dc70c84d49fa6bdb8f8616,30
0x50a32167ea51aec83b8783eb92b8da35525ba0cb,30
0x00a06cd20865e112eba9890f109305528f8f458f,30
0xd3dcf92f755aedd240ad130c0689dee95a6bc4ee,30
0xb300f39242d2f5d560586c9842875817342f69e4,30
0x58d4f668f37ca6d3667d0a4ebbacc3f29d4b3bef,30
0x4765fcd87025490bc8f650565474a7bd6a2179a3,30
0x5f9162d7b8a796e1ad41df768fa633bd4de065ec,30
0x7356ece4705bfbd926bc787ccc758fd9406283c0,30
0xa1ba09fde11eeaf26050fa8b5db5c0adb2f6758d,30
0x032553b75aa5d6f20fb3fa2d8ac745224db9e24b,30
0x20d4d6db7f9ce71457b7d0ea2de940f44fa73eb9,30
0x102456d90853c87923b4798dc4954f9a67f099dc,30
0x6afe7198114ed97de5d2d5d1912243df65c1724d,30
0x8eb82be5fc2e64e0b57ceb639df68610b29864e6,30
0x1f47101647239c00af2ce908521451b6a87987aa,30
0x0866f8d156dddec441a333117156a4fd23afee62,30
0x056c23c029da306b0f73f3e005f7a31bfad7af4f,30
0xbd519e8de5ba2e5236339866504dfc92be77e233,30
0xab4ee3e9a48057bcfb2fbc8872dcf0273c115e49,30
0xdb0f28c9f7d0f33b04d2a8ea24391a1527876d8b,30
0xea611e681b294c2e2137ef14b782a9e80cc6a44f,30
0x7d4ead368f0f206274931ca91069a890bea0893a,30
0x302d43d1a7c1313608f218446a4266fb312c461e,30
0x77c1d273862b6aa39265debcaae35cd7f9ea1c87,30
0xc90b79eaf84937983b429e0d5cfe17e622d070ce,30
0x339833b965d5e3937e8c0f279a6426dd92150298,30
0xa33144e1c04de2715222095ad35e6ce0243efe8e,30
0x62dc3783108207ad56c8ef905f0996de90593046,30
0xba85e7b5fc623014ccd394bbca960b1d8455faee,30
0x1d932e6489b5e4091ee078db497799237b354191,30
0xbda1b0eb6f391aa88f4bf407f450d43cc7c2bf5a,30
0xe6ea861295af4e0d0d7f331c7b950f7da3a9d265,30
0x31622b790391137a1c43d217bb8b5e1bbee56423,30
0x5e407fc970c0e4350f0bc438bc7c9dc1a08c9e80,30
0x6f035094d509f17a53bf9a99a03bd05317fa7db9,30
0xffe73c1c8e5ee49b51150f0237faf7f6465be8b0,60
0xcd91b409654f8f3b31b40e5ca43f2cb7fa943fbc,30
0x2541529011a8f759acc8f140aac215836994f704,30
0x0ea68c708d4924e5b469df4534cce4a4ee730d00,30
0x691eae29da22702b5b0668dc48704b7114563eb4,30
0xa6d49b6b34c616056b71c3fc3a259dfd4646ce7f,30
0xaab4ccf4a2883c31057b859d4d7cc0a78d33be1a,30
0xeaaa71c210b404a73bf38ba2f4a168a7f8ebf2dc,30
0xac53ca76ad543b47254b338ad5d7900a0be800ca,30
0x3566ab5289cf2054cd1cd6fd064d7771a09d163b,30
0x3035a1bbd824041b07f8ab2297a71a81e00127c5,30
0xdc0b62fd77e84ea91642699e302a140aa290a60b,30
0x32f5e757138ce657d1e0a2e33c6e6e6dbaba0dbf,30
0x032dce7e10aa2108502fc82c5f4b07792036570d,30
0xa9b5b983017a764a67c714085509419f35252460,30
0x995c875def45eb319c597fa29281a6c8a86633e1,30
0xd33a0b7b1ff3f9cf2b9dce3da97aedcd7c4c5550,30
0x3f457622ac59358f484f53b1a930ae26440b6a14,30
0xa8cbb14fcb7b21e49eb9f2a6a4685346a02e97af,30
0x6479f486c5f671da9da892695fa6ee681ade4dec,30
0x1a918a8386f75f382e2a1b2e10b807c39728caf2,30
0x124d05e1cf1316141463224e3b9a9592044ee325,30
0xf62c9ebf99607be71567c35a3e066e5b90baa7eb,30
0x73f8ee0fb6539e04ee5379a4bbf52c853f011bda,30
0xe16050b5186dec512ac9233370f9dbc3b51fe46f,30
0x53f8fa78e3ae9369ab62835f525dd6b1b3056197,30
0xa5d6cf4cb584a367bf8052ca6a4cef4bc7ee20ac,30
0x200c52c9fdea00b327a274e5f100947eaf24d23e,30
0xdbb8e3c8ff7d38c1744d975973038dda9b16caff,30
0x3d6e5708cd011fb75a6820bacfd2937beece60d9,30
0x2df4b8f8c5edbd98ca7000901738bea2a22890ee,30
0xa24dea03330162bd296a93adb255e23c837105c4,30
0x0364c42a15c2cc3073eba1e11ee5ab0c6a1b5b40,60
0x15c022afdd48d69bf8105468afeff886a6997063,30
0x7f28ecaaea191c321213705e99c50a47024f1241,30
0x2928f65800b2bd6ea34e82dbfe95eee640f123a5,30
0xdfb03825bb3b6ffc8a116700dcc7727c6185864d,30
0x3c3145f5de7af0fabc308ccac7821e06c9bb87d5,30
0x0461a70915b0f5dad6b7b529ad2ba0816f5ba72c,30
0xdeac7e3244f58f9cf3484a988bd765dd3341143b,30
0xc5a682c5b19f071f2fba7f1cec04f17a08abcd65,30
0x26e796990c5016078966838368b174f2ecc128bb,30
0x7174ae1b700bfe319b4bb81a2896d2ada864f6b1,30
0xdcdd5c71c6d62e58fd5213c417624752eac30496,30
0x9a59790e9ea32d6d5f993fb0405b3a1276a551be,30
0xd0516bd153632601aee6daa4eb102be79d01bb6c,30
0x981889d9938635d54de50961a76a0a587eb610f4,30
0x62991a1b4187481c8b5bb49fa567711e09ff488d,60
0x4bb51b4f4695a175ae851082ebac7dd12561b487,30
0x55248cb24b735372377fa8119c6ab52bda42fe19,30
0x86d906dc8c91babf338f3eb7d2be7a589f4c3107,30
0xf72b0ff0d9a6fa7d2cf370e6bf4e9b1a97ad523f,30
0x510398f76cee472a7c9b61f403ae18073e84a5d3,30
0x8b21a347a82841d97f6a7607d8335ef98698a4be,30
0x9ea35820fbfb21976fe1b1ac3570932167050167,30
0xbc66c5301f30d72424b04f37462cba8d1b430a92,30
0x55ba838811803fb6b99a8ae695633dacfa6e05db,30
0x4e400a57d12475dd71da6f934042db027047ab9d,60
0xf5868261353a121d6b25521a185c09cec91f6fcc,30
0x106d244c8c899b34d3341088f320c90fdd600649,30
0xbfc04670ed8d45660853dd2286869319f4b4033e,30
0x5a86fe718a410bf73bcb46cb5d10014f9cb7b0d4,30
0x267d36f718a418156a5dab0bed323c871a007710,30
0x6e1738d3e62569417b1ea95c996c9a2fdac7b937,30
0xc1f908bb16389c233cc6d1b81f153ac96be480fc,30
0x10335baedd7d204753d0098afee7c712ec550a90,60
0xf7ba5668d28dce0710e44b8d4ebe8be263390d64,30
0xa1a3833b180ec6ea2659d52307be8d1e56484b19,30
0xbc26793c1ac2b5aa6306343a577c454786e986a9,30
0x3d70a8c0b3812998c4f3f77a3fc9b44617703c97,30
0xcc1548c90e978ea08c03ad37ca4861bce3721020,30
0x7a8b313392adefc0cbcc601dd6f336d4ee5393b7,30
0x1f68d239931496e8301b4cb08ea30a6fb33ccd2b,30
0x37f7daf63d37e3b5066174e4ad3da92b04af5cea,30
0x084d4a96bf3274679046fbcea75babbf1e320b17,30
0x40c4c0b78be0ec7970b247aafb0a0dd16664c3d4,30
0x782b2709500babe7352a3101743f20a72b856f9a,30
